annee;patho_niv1;patho_niv2;patho_niv3;top;cla_age_5;sexe;region;dept;Ntop;Npop;prev;Niveau prioritaire;libelle_classe_age;libelle_sexe;tri
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;27;70;130;6510;1.997;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;2;01;971;;10080;;2,3;de 20 à 24 ans;femmes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;27;71;640;554220;0.115;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;27;90;80;4080;2.009;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;2;02;972;10;9110;0.132;2,3;de 20 à 24 ans;femmes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;28;14;590;709930;0.083;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;27;999;1350;77770;1.736;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;2;04;974;;28710;;2,3;de 20 à 24 ans;femmes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;28;27;440;610320;0.072;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;28;14;290;20110;1.457;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;2;04;999;;28710;;2,3;de 20 à 24 ans;femmes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;28;76;880;1266770;0.07;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;28;76;630;35710;1.767;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;2;06;976;;3300;;2,3;de 20 à 24 ans;femmes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;32;80;380;564800;0.067;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;32;59;1670;78250;2.129;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;2;06;999;;3300;;2,3;de 20 à 24 ans;femmes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;44;52;170;168380;0.101;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;32;60;500;25920;1.929;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;2;11;75;100;69820;0.145;2,3;de 20 à 24 ans;femmes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;44;57;920;920180;0.1;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;32;62;920;42830;2.148;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;2;11;92;40;48030;0.077;2,3;de 20 à 24 ans;femmes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;44;08;240;264650;0.092;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;44;10;170;8640;1.991;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;2;11;93;80;50430;0.159;2,3;de 20 à 24 ans;femmes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;44;88;310;365700;0.085;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;44;55;80;4710;1.655;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;2;24;18;;7280;;2,3;de 20 à 24 ans;femmes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;52;44;740;1505690;0.049;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;44;67;720;34080;2.101;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;2;24;28;;11140;;2,3;de 20 à 24 ans;femmes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;52;49;420;838830;0.05;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;44;88;170;9860;1.714;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;2;27;39;;6580;;2,3;de 20 à 24 ans;femmes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;52;72;400;572190;0.07;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;52;49;360;24010;1.487;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;2;28;14;10;20510;0.059;2,3;de 20 à 24 ans;femmes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;75;47;290;339410;0.085;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;52;53;110;8550;1.263;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;2;28;27;;16030;;2,3;de 20 à 24 ans;femmes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;75;64;580;711450;0.082;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;52;85;270;20160;1.33;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;2;28;50;;13050;;2,3;de 20 à 24 ans;femmes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;75;87;300;367810;0.08;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;53;22;190;16470;1.154;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;2;28;61;;7010;;2,3;de 20 à 24 ans;femmes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;76;12;320;280010;0.114;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;53;35;370;33370;1.109;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;2;32;59;30;83730;0.03;2,3;de 20 à 24 ans;femmes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;76;31;880;1444990;0.061;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;53;999;1120;97700;1.146;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;2;32;80;;16940;;2,3;de 20 à 24 ans;femmes;36.0
2022;Maladies cardioneurovasculaires;Embolie pulmonaire;Embolie pulmonaire;MCV_EPU_IND;tsage;9;76;32;190;193850;0.099;2,3;tous âges;tous sexes;28.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;2;75;23;50;2770;1.839;1,2,3;de 40 à 44 ans;femmes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;2;44;67;;36140;;2,3;de 20 à 24 ans;femmes;36.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;28;14;20;39290;0.053;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;1;76;34;;31590;;2;de 0 à 4 ans;hommes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;9;52;44;1250;89860;1.388;1,2,3;de 40 à 44 ans;tous sexes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;28;61;;13640;;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;1;76;65;;4780;;2;de 0 à 4 ans;hommes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;9;52;49;800;46650;1.711;1,2,3;de 40 à 44 ans;tous sexes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;28;76;60;71380;0.078;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;1;76;09;;3070;;2;de 0 à 4 ans;hommes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;9;52;85;590;39390;1.485;1,2,3;de 40 à 44 ans;tous sexes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;28;999;100;180390;0.055;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;1;84;01;;18420;;2;de 0 à 4 ans;hommes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;9;52;999;3450;223570;1.543;1,2,3;de 40 à 44 ans;tous sexes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;44;52;;8530;;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;1;84;15;;2730;;2;de 0 à 4 ans;hommes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;9;53;29;680;50970;1.326;1,2,3;de 40 à 44 ans;tous sexes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;44;54;20;40800;0.051;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;1;84;63;;16060;;2;de 0 à 4 ans;hommes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;9;75;16;360;18180;1.986;1,2,3;de 40 à 44 ans;tous sexes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;44;68;20;40590;0.037;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;1;84;999;100;220090;0.047;2;de 0 à 4 ans;hommes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;9;75;19;240;12330;1.906;1,2,3;de 40 à 44 ans;tous sexes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;44;08;;14160;;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;1;99;999;810;1831800;0.044;2;de 0 à 4 ans;hommes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;9;75;24;360;20600;1.757;1,2,3;de 40 à 44 ans;tous sexes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;44;88;;18930;;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;01;999;;9150;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;9;75;40;380;24460;1.561;1,2,3;de 40 à 44 ans;tous sexes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;44;999;140;303320;0.045;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;04;999;;31990;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;9;76;11;400;20330;1.982;1,2,3;de 40 à 44 ans;tous sexes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;52;85;10;34120;0.032;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;06;976;;9180;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;9;76;48;40;4000;1.1;1,2,3;de 40 à 44 ans;tous sexes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;53;56;10;39490;0.035;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;06;999;;9180;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;9;76;65;190;11920;1.602;1,2,3;de 40 à 44 ans;tous sexes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;75;23;;4620;;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;11;75;30;47420;0.059;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;9;76;81;370;21920;1.67;1,2,3;de 40 à 44 ans;tous sexes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;75;24;10;18180;0.06;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;11;91;20;43010;0.042;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;9;76;999;5740;343100;1.673;1,2,3;de 40 à 44 ans;tous sexes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;75;86;30;26080;0.096;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;24;28;;11050;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;9;84;43;160;12280;1.287;1,2,3;de 40 à 44 ans;tous sexes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;76;46;;7240;;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;24;45;10;18620;0.059;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;9;93;04;130;8480;1.532;1,2,3;de 40 à 44 ans;tous sexes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;76;48;;3430;;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;24;999;40;62370;0.069;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;9;93;83;940;61170;1.535;1,2,3;de 40 à 44 ans;tous sexes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;76;66;20;23800;0.101;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;27;21;;12170;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;40-44;9;93;84;710;32910;2.152;1,2,3;de 40 à 44 ans;tous sexes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;76;81;10;19440;0.067;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;27;25;;13470;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;01;999;760;11760;6.489;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;76;999;220;322370;0.069;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;27;71;;11550;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;03;973;350;5120;6.745;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;84;42;30;42380;0.076;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;28;14;;16070;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;04;999;2080;28660;7.246;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;84;69;100;122840;0.08;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;28;61;;5590;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;06;999;270;3180;8.611;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;84;07;;15480;;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;32;999;50;156730;0.034;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;11;78;1780;49650;3.587;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;84;74;10;42180;0.033;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;44;10;;7410;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;11;91;2060;43310;4.752;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;93;04;;7790;;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;44;67;;28100;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;11;93;3780;52510;7.192;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;93;05;;6560;;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;44;08;;6330;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;11;94;2100;44560;4.708;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;93;84;;30570;;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;44;999;30;125220;0.026;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;24;28;570;13970;4.044;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;94;2A;;6720;;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;52;44;;39220;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;24;36;270;6600;4.122;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;94;999;;14060;;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;52;72;;13750;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;24;37;690;19510;3.531;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;20-24;9;99;999;2770;3728590;0.074;2,3;de 20 à 24 ans;tous sexes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;53;22;;12690;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;27;58;260;5660;4.524;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;02;999;50;6480;0.741;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;53;35;;28590;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;27;90;170;4420;3.938;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;03;999;40;4280;0.982;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;75;16;;7230;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;27;999;3410;85970;3.968;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;04;974;30;23360;0.137;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;75;17;;13000;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;28;14;710;21680;3.29;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;11;75;710;94320;0.755;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;75;19;;4630;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;28;61;280;8190;3.407;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;11;78;90;40840;0.211;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;75;64;;14700;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;28;76;1590;38440;4.136;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;11;91;120;38190;0.301;2,3;de 25 à 29 ans;hommes;36.0
2022;Maladies cardioneurovasculaires;Insuffisance cardiaque;;MCV_ICA_CAT;00-04;2;75;79;;7990;;2;de 0 à 4 ans;femmes;29.0
2019;Diabète;Diabète;Diabète;DIA_CAT_CAT;45-49;1;28;999;3820;102610;3.727;1,2,3;de 45 à 49 ans;hommes;2.0
2020;Maladies inflammatoires ou rares ou infection VIH;Infection par le VIH;Infection par le VIH;INF_VIH_IND;25-29;1;24;37;20;15710;0.127;2,3;de 25 à 29 ans;hommes;36.0
